pageid,title
19387000,Philip Davis (Bahamian politician)
20860759,Fred Mitchell (Bahamian politician)
23396996,Wayne Munroe
35795036,Ryan Pinder
45109454,Glenys Hanna Martin
61157215,Cornelius A. Smith
68749464,JoBeth Coleby-Davis
68805230,Chester Cooper
69060748,Pia Glover-Rolle
69067627,Lisa Rahming
69076419,Patricia Deveaux
69202387,Lashell Adderley
69957355,Ginger Moxey
