id,position,country,jurisdiction,deputy,list,start,end,before,after,enwiki
Q26869642,monarch of the Bahamas,Q778,Q778,,,,,,,
Q5589512,Governor-General of the Bahamas,Q778,Q778,,Q12053407,1973-07-31,,,,Governor-General of the Bahamas
Q565424,Prime Minister of the Bahamas,,Q778,,,1969,,,,Prime Minister of the Bahamas
Q25917099,Deputy Prime Minister of The Bahamas,,Q778,,,,,,,
Q108030421,Minister of Agriculture and Marine Resources,Q778,Q778,,,,,,,
Q109462942,Minister of Economic Affairs,Q778,Q778,,,,,,,
Q108030439,Minister of Education,Q778,Q778,,,,,,,
Q108030413,Minister of the Environment and Housing,Q778,Q778,,,,,,,
Q109463066,Minister for the Environment and Natural Resources,Q778,Q778,,,,,,,
Q109463414,Minister of Finance,Q778,Q778,,,,,,,
Q108030461,"Minister of Financial Services, Trade and Industry and Immigration",Q778,Q778,,,,,,,
Q108030477,Minister of Foreign Affairs,Q778,Q778,,,,,,,
Q6866141,Minister of Foreign Affairs,,Q778,,,,,,,Minister of Foreign Affairs (The Bahamas)
Q109462792,Minister for Grand Bahama,Q778,Q778,,,,,,,
Q108030381,Minister of Health,Q778,Q778,,,,,,,
Q109462900,Minister of Labour and Immigration,Q778,Q778,,,,,,,
Q108030431,Minister of National Security,Q778,Q778,,,,,,,
Q108030517,Minister of the Public Service and National Insurance,Q778,Q778,,,,,,,
Q108030396,Minister of Public Works,Q778,Q778,,,,,,,
Q108030445,Minister of Social Services and Urban Development,Q778,Q778,,,,,,,
Q108030468,Minister of Tourism and Aviation,Q778,Q778,,,,,,,
Q108032614,Minister of Transport and Local Government,Q778,Q778,,,,,,,
Q108032601,"Minister of Youth, Sports and Culture",Q778,Q778,,,,,,,
Q108030506,Attorney General and Minister of Legal Affairs,Q778,Q778,,,,,,,
Q108080813,Attorney-General of the Bahamas,,Q778,,,,,,,
Q108032569,"Minister of State for Disaster Preparedness, Management and Reconstruction",Q778,Q778,,,,,,,
Q108032582,Minister of State for Finance,Q778,Q778,,,,,,,
Q109462850,Minister of State for Legal Affairs,Q778,Q778,,,,,,,
Q109462444,Minister of State for the Environment,Q778,Q778,,,,,,,
Q109463037,Minister of State for the Public Service,Q778,Q778,,,,,,,
Q109463422,Minister of State in the Ministry of Education and Technical & Vocational Training,Q778,Q778,,,,,,,
Q109462907,Minister of State in the Ministry of Social Services and Urban Development,Q778,Q778,,,,,,,
Q109462971,Minister of State in the Office of the Prime Minister,Q778,Q778,,,,,,,
Q109463013,Leader of Government Business in the House of Assembly,Q778,Q778,,,,,,,
Q109462958,Leader of Government Business in the Senate,Q778,Q778,,,,,,,
Q109463787,Speaker of the House of Assembly of the Bahamas,,,,Q11812608,,,,,
Q109463843,President of the Senate of the Bahamas,,,,Q6594896,,,,,
Q5096809,Chief Justice of the Bahamas,Q778,,,,,,,,Chief Justice of the Bahamas
Q98086030,Governor of the Central Bank of The Bahamas,Q778,,,,,,,,
